SRR14296014.166	NP_612135.1	82.9	41	7	0	123	1	262	302	4.4e-17	72.8
SRR14296014.362	NP_612126.1	61.0	41	16	0	1	123	187	227	2.8e-08	43.5
SRR14296014.422	NP_612135.1	75.6	41	10	0	125	3	402	442	1.6e-14	64.3
SRR14296014.492	NP_612135.1	92.7	41	3	0	124	2	307	347	1.2e-19	81.3
SRR14296014.524	NP_612135.1	87.8	41	5	0	124	2	273	313	4.4e-17	72.8
SRR14296014.570	NP_612135.1	92.7	41	3	0	123	1	303	343	1.0e-18	78.2
SRR14296014.604	NP_612135.1	87.8	41	5	0	124	2	379	419	9.7e-17	71.6
SRR14296014.650	NP_612135.1	82.9	41	7	0	125	3	279	319	3.7e-16	69.7
SRR14296014.782	NP_612136.1	70.7	41	12	0	124	2	127	167	5.9e-14	62.4
SRR14296014.834	NP_612135.1	85.4	41	6	0	124	2	282	322	2.8e-16	70.1
SRR14296014.896	NP_612135.1	56.1	41	18	0	1	123	5	45	4.1e-07	39.7
SRR14296014.926	NP_612135.1	100.0	41	0	0	123	1	320	360	5.9e-22	89.0
SRR14296014.994	NP_612135.1	92.7	41	3	0	123	1	295	335	4.7e-19	79.3
SRR14296014.1051	NP_612135.1	82.9	41	7	0	125	3	270	310	7.5e-17	72.0
SRR14296014.1301	NP_612135.1	82.9	41	7	0	123	1	259	299	5.7e-17	72.4
SRR14296014.1501	NP_612135.1	82.9	41	7	0	125	3	264	304	8.8e-18	75.1
SRR14296014.1549	NP_612135.1	92.5	40	3	0	122	3	307	346	1.4e-18	77.8
SRR14296014.1611	NP_612135.1	92.7	41	3	0	123	1	306	346	4.7e-19	79.3
SRR14296014.1627	NP_612135.1	82.9	41	7	0	125	3	267	307	6.7e-18	75.5
SRR14296014.1683	NP_612135.1	92.7	41	3	0	124	2	301	341	8.0e-19	78.6
SRR14296014.1691	NP_612135.1	85.4	41	6	0	125	3	280	320	3.7e-16	69.7
SRR14296014.1709	NP_612135.1	80.5	41	8	0	125	3	277	317	5.3e-15	65.9
SRR14296014.1732	NP_612135.1	58.5	41	17	0	3	125	8	48	1.3e-08	44.7
SRR14296014.1903	NP_612135.1	97.6	41	1	0	123	1	324	364	1.3e-21	87.8
SRR14296014.1956	NP_612135.1	92.7	41	3	0	124	2	309	349	2.7e-19	80.1
SRR14296014.1957	NP_612135.1	82.9	41	7	0	123	1	265	305	1.2e-17	74.7
SRR14296014.2108	NP_612135.1	90.2	41	4	0	123	1	291	331	8.8e-18	75.1
SRR14296014.2115	NP_612135.1	92.7	41	3	0	124	2	295	335	4.7e-19	79.3
SRR14296014.2197	NP_612135.1	97.4	38	1	0	3	116	372	409	5.2e-18	75.9
SRR14296014.2324	NP_612135.1	82.9	41	7	0	123	1	259	299	5.7e-17	72.4
SRR14296014.2398	NP_612135.1	95.1	41	2	0	125	3	313	353	1.6e-19	80.9
SRR14296014.2422	NP_612135.1	82.9	41	7	0	124	2	260	300	7.5e-17	72.0
SRR14296014.2581	NP_612135.1	82.9	41	7	0	124	2	267	307	6.7e-18	75.5
SRR14296014.2648	NP_612135.1	92.7	41	3	0	124	2	305	345	6.1e-19	79.0
SRR14296014.3035	NP_612135.1	85.0	40	6	0	122	3	277	316	1.1e-15	68.2
SRR14296014.3097	NP_612135.1	61.0	41	16	0	125	3	466	506	1.2e-09	48.1
SRR14296014.3163	NP_612135.1	85.4	41	6	0	124	2	283	323	3.7e-16	69.7
SRR14296014.3454	NP_612135.1	82.9	41	7	0	124	2	277	317	4.8e-16	69.3
SRR14296014.3581	NP_612135.1	82.9	41	7	0	123	1	267	307	6.7e-18	75.5
SRR14296014.3696	NP_612135.1	85.4	41	6	0	125	3	272	312	7.5e-17	72.0
SRR14296014.3729	NP_612135.1	82.9	41	7	0	123	1	268	308	3.3e-17	73.2
SRR14296014.3879	NP_612135.1	85.0	40	6	0	122	3	281	320	2.4e-15	67.0
SRR14296014.3947	NP_612135.1	54.1	37	17	0	11	121	3	39	5.9e-06	35.8
SRR14296014.4027	NP_612135.1	90.2	41	4	0	123	1	349	389	6.1e-19	79.0
SRR14296014.4092	NP_612135.1	82.9	41	7	0	124	2	261	301	4.4e-17	72.8
SRR14296014.4129	NP_612135.1	90.2	41	4	0	123	1	291	331	8.8e-18	75.1
SRR14296014.4382	NP_612135.1	82.9	41	7	0	123	1	277	317	2.8e-16	70.1
SRR14296014.4431	NP_612135.1	92.7	41	3	0	125	3	298	338	2.1e-19	80.5
SRR14296014.4480	NP_612135.1	82.9	41	7	0	124	2	265	305	1.2e-17	74.7
SRR14296014.4824	NP_612135.1	92.7	41	3	0	124	2	366	406	2.7e-19	80.1
SRR14296014.4833	NP_612135.1	82.9	41	7	0	123	1	269	309	9.7e-17	71.6
SRR14296014.4880	NP_612135.1	87.8	41	5	0	124	2	289	329	3.3e-17	73.2
SRR14296014.4886	NP_612135.1	82.9	41	7	0	123	1	264	304	8.8e-18	75.1
SRR14296014.4903	NP_612135.1	82.9	41	7	0	124	2	269	309	9.7e-17	71.6
SRR14296014.5356	NP_612135.1	82.9	41	7	0	125	3	267	307	6.7e-18	75.5
SRR14296014.5618	NP_612135.1	90.2	41	4	0	125	3	314	354	2.3e-18	77.0
SRR14296014.5933	NP_612135.1	92.7	41	3	0	124	2	301	341	8.0e-19	78.6
SRR14296014.5986	NP_612135.1	82.9	41	7	0	124	2	260	300	7.5e-17	72.0
SRR14296014.6091	NP_612136.1	83.3	36	6	0	3	110	63	98	5.9e-14	62.4
SRR14296014.6126	NP_612135.1	82.9	41	7	0	125	3	259	299	5.7e-17	72.4
SRR14296014.6183	NP_612135.1	82.9	41	7	0	123	1	265	305	1.2e-17	74.7
SRR14296014.6636	NP_612135.1	95.0	40	2	0	123	4	331	370	5.0e-21	85.9
SRR14296014.6796	NP_612136.1	83.3	36	6	0	3	110	63	98	4.4e-14	62.8
SRR14296014.6823	NP_612135.1	85.4	41	6	0	125	3	272	312	7.5e-17	72.0
SRR14296014.6898	NP_612135.1	90.0	40	4	0	123	4	292	331	2.0e-17	73.9
SRR14296014.7235	NP_612135.1	54.1	37	17	0	3	113	3	39	5.6e-06	35.8
SRR14296014.7416	NP_612135.1	90.2	41	4	0	123	1	302	342	1.4e-18	77.8
SRR14296014.7529	NP_612135.1	92.5	40	3	0	123	4	307	346	1.0e-18	78.2
SRR14296014.7624	NP_612135.1	97.6	41	1	0	124	2	317	357	3.8e-21	86.3
SRR14296014.7793	NP_612135.1	84.6	26	4	0	79	2	286	311	1.4e-08	43.9
SRR14296014.7794	NP_612135.1	82.9	41	7	0	125	3	265	305	1.2e-17	74.7
SRR14296014.7889	NP_612135.1	90.2	41	4	0	124	2	351	391	2.7e-19	80.1
SRR14296014.7952	NP_612135.1	82.9	41	7	0	125	3	278	318	3.7e-16	69.7
SRR14296014.8121	NP_612135.1	87.5	40	5	0	123	4	287	326	1.7e-16	70.9
SRR14296014.8205	NP_612135.1	58.5	41	17	0	2	124	7	47	1.3e-08	44.7
SRR14296014.8326	NP_612135.1	87.8	41	5	0	124	2	378	418	1.3e-16	71.2
SRR14296014.8394	NP_612135.1	82.9	41	7	0	125	3	277	317	4.8e-16	69.3
SRR14296014.8462	NP_612135.1	87.8	41	5	0	124	2	273	313	4.4e-17	72.8
SRR14296014.8910	NP_612135.1	82.9	41	7	0	123	1	268	308	3.3e-17	73.2
SRR14296014.8941	NP_612135.1	92.7	41	3	0	124	2	363	403	3.6e-19	79.7
SRR14296014.9030	NP_612135.1	58.5	41	17	0	2	124	6	46	2.8e-08	43.5
SRR14296014.9065	NP_612135.1	92.7	41	3	0	123	1	344	384	2.7e-19	80.1
SRR14296014.9161	NP_612135.1	97.6	41	1	0	123	1	325	365	1.7e-21	87.4
SRR14296014.9340	NP_612135.1	95.0	40	2	0	125	6	331	370	5.0e-21	85.9
SRR14296014.9544	NP_612135.1	90.2	41	4	0	1	123	347	387	4.7e-19	79.3
SRR14296014.9588	NP_612135.1	58.5	41	17	0	1	123	8	48	1.3e-08	44.7
SRR14296014.9598	NP_612135.1	92.7	41	3	0	124	2	294	334	4.7e-19	79.3
SRR14296014.9655	NP_612135.1	97.6	41	1	0	124	2	323	363	7.7e-22	88.6
SRR14296014.9766	NP_612135.1	82.9	41	7	0	124	2	259	299	5.7e-17	72.4
SRR14296014.9821	NP_612135.1	53.8	39	18	0	7	123	3	41	1.6e-06	37.7
SRR14296014.9904	NP_612135.1	85.0	40	6	0	122	3	284	323	1.4e-15	67.8
SRR14296014.10121	NP_612135.1	92.7	41	3	0	125	3	294	334	4.7e-19	79.3
SRR14296014.10211	NP_612135.1	85.4	41	6	0	124	2	283	323	3.7e-16	69.7
SRR14296014.10226	NP_612135.1	92.5	40	3	0	122	3	299	338	1.0e-18	78.2
SRR14296014.10259	NP_612135.1	85.4	41	6	0	123	1	281	321	2.8e-16	70.1
SRR14296014.10352	NP_612137.1	95.1	41	2	0	124	2	281	321	4.0e-18	76.3
SRR14296014.10513	NP_612135.1	82.9	41	7	0	124	2	262	302	4.4e-17	72.8
SRR14296014.10546	NP_612135.1	92.7	41	3	0	124	2	298	338	2.1e-19	80.5
SRR14296014.10668	NP_612135.1	82.9	41	7	0	125	3	265	305	1.2e-17	74.7
SRR14296014.10677	NP_612135.1	92.7	41	3	0	125	3	310	350	4.7e-19	79.3
SRR14296014.10706	NP_612135.1	82.9	41	7	0	125	3	269	309	9.7e-17	71.6
SRR14296014.10721	NP_612135.1	97.6	41	1	0	124	2	323	363	7.7e-22	88.6
SRR14296014.10884	NP_612135.1	90.2	41	4	0	124	2	350	390	4.7e-19	79.3
SRR14296014.11180	NP_612135.1	82.9	41	7	0	125	3	259	299	5.7e-17	72.4
SRR14296014.11218	NP_612135.1	92.7	41	3	0	125	3	367	407	1.8e-18	77.4
SRR14296014.11404	NP_612135.1	87.8	41	5	0	124	2	379	419	9.7e-17	71.6
SRR14296014.11619	NP_612135.1	95.1	41	2	0	124	2	329	369	5.0e-21	85.9
SRR14296014.11630	NP_612135.1	92.7	41	3	0	124	2	311	351	1.6e-19	80.9
SRR14296014.11716	NP_612135.1	92.7	41	3	0	124	2	296	336	4.7e-19	79.3
SRR14296014.11727	NP_612135.1	92.7	41	3	0	125	3	340	380	5.5e-20	82.4
SRR14296014.12092	NP_612135.1	82.9	41	7	0	124	2	266	306	4.4e-17	72.8
SRR14296014.12110	NP_612135.1	85.4	41	6	0	124	2	285	325	1.7e-16	70.9
SRR14296014.12199	NP_612135.1	82.5	40	7	0	122	3	270	309	2.2e-16	70.5
SRR14296014.12224	NP_612135.1	80.5	41	8	0	124	2	396	436	1.6e-14	64.3
SRR14296014.12270	NP_612135.1	85.4	41	6	0	124	2	286	326	9.7e-17	71.6
SRR14296014.12460	NP_612135.1	100.0	41	0	0	125	3	319	359	7.7e-22	88.6
SRR14296014.12477	NP_612135.1	85.4	41	6	0	124	2	283	323	3.7e-16	69.7
SRR14296014.12530	NP_612135.1	85.4	41	6	0	123	1	272	312	7.5e-17	72.0
SRR14296014.12625	NP_612135.1	56.7	30	13	0	7	96	3	32	8.7e-05	31.6
SRR14296014.12635	NP_612135.1	97.6	41	1	0	123	1	325	365	1.7e-21	87.4
SRR14296014.12858	NP_612135.1	84.2	38	6	0	116	3	283	320	2.7e-14	63.5
SRR14296014.12885	NP_612135.1	92.7	41	3	0	123	1	310	350	4.7e-19	79.3
SRR14296014.12934	NP_612135.1	97.5	40	1	0	122	3	326	365	1.5e-20	84.3
SRR14296014.13190	NP_612135.1	58.5	41	17	0	1	123	9	49	9.8e-09	45.1
SRR14296014.13232	NP_612135.1	92.7	41	3	0	125	3	366	406	2.7e-19	80.1
SRR14296014.13331	NP_612135.1	92.7	41	3	0	123	1	340	380	5.5e-20	82.4
SRR14296014.13384	NP_612135.1	82.5	40	7	0	122	3	268	307	9.7e-17	71.6
SRR14296014.13520	NP_612135.1	87.8	41	5	0	123	1	288	328	7.5e-17	72.0
SRR14296014.13550	NP_612135.1	82.9	41	7	0	123	1	267	307	6.7e-18	75.5
SRR14296014.13804	NP_612135.1	92.7	41	3	0	124	2	296	336	4.7e-19	79.3
SRR14296014.13928	NP_612135.1	100.0	41	0	0	124	2	318	358	7.7e-22	88.6
SRR14296014.13941	NP_612135.1	100.0	41	0	0	123	1	320	360	5.9e-22	89.0
SRR14296014.14363	NP_612135.1	82.9	41	7	0	123	1	261	301	4.4e-17	72.8
SRR14296014.14504	NP_612135.1	87.8	41	5	0	125	3	387	427	7.5e-17	72.0
SRR14296014.14517	NP_612135.1	82.5	40	7	0	122	3	269	308	2.8e-16	70.1
SRR14296014.14648	NP_612135.1	82.5	40	7	0	123	4	279	318	1.1e-15	68.2
SRR14296014.14800	NP_612135.1	92.7	41	3	0	124	2	296	336	4.7e-19	79.3
SRR14296014.14834	NP_612135.1	89.3	28	3	0	86	3	297	324	1.3e-10	50.8
SRR14296014.14911	NP_612135.1	82.9	41	7	0	125	3	278	318	3.7e-16	69.7
SRR14296014.15006	NP_612135.1	90.2	41	4	0	124	2	361	401	1.0e-18	78.2
SRR14296014.15161	NP_612135.1	85.4	41	6	0	124	2	283	323	3.7e-16	69.7
SRR14296014.15403	NP_612135.1	85.0	40	6	0	121	2	285	324	1.4e-15	67.8
SRR14296014.15456	NP_612135.1	57.5	40	17	0	3	122	10	49	1.3e-08	44.7
SRR14296014.15844	NP_612135.1	87.8	41	5	0	124	2	288	328	7.5e-17	72.0
SRR14296014.15907	NP_612135.1	85.4	41	6	0	124	2	284	324	2.2e-16	70.5
SRR14296014.16346	NP_612135.1	90.2	41	4	0	125	3	287	327	2.6e-17	73.6
SRR14296014.16362	NP_612135.1	87.8	41	5	0	123	1	275	315	1.3e-16	71.2
SRR14296014.16562	NP_612135.1	92.7	41	3	0	125	3	307	347	1.2e-19	81.3
SRR14296014.16669	NP_612135.1	92.7	41	3	0	123	1	312	352	2.1e-19	80.5
SRR14296014.16810	NP_612135.1	92.7	41	3	0	124	2	309	349	2.7e-19	80.1
SRR14296014.16857	NP_612135.1	100.0	41	0	0	123	1	321	361	3.5e-22	89.7
SRR14296014.16873	NP_612135.1	85.4	41	6	0	124	2	272	312	7.5e-17	72.0
SRR14296014.17145	NP_612135.1	87.8	41	5	0	125	3	275	315	1.3e-16	71.2
SRR14296014.17187	NP_612135.1	90.2	41	4	0	125	3	291	331	8.8e-18	75.1
SRR14296014.17200	NP_612135.1	94.9	39	2	0	122	6	374	412	2.0e-17	73.9
SRR14296014.17236	NP_612135.1	95.1	41	2	0	123	1	329	369	5.0e-21	85.9
SRR14296014.17342	NP_612135.1	92.5	40	3	0	122	3	311	350	1.4e-18	77.8
SRR14296014.17627	NP_612135.1	77.5	40	9	0	5	124	161	200	5.3e-15	65.9
SRR14296014.17710	NP_612135.1	82.9	41	7	0	124	2	259	299	5.7e-17	72.4
SRR14296014.17720	NP_612135.1	92.7	41	3	0	125	3	335	375	6.5e-21	85.5
SRR14296014.17884	NP_612135.1	82.5	40	7	0	123	4	264	303	2.6e-17	73.6
SRR14296014.18169	NP_612135.1	54.1	37	17	0	12	122	3	39	5.9e-06	35.8
SRR14296014.18371	NP_612135.1	82.9	41	7	0	123	1	261	301	4.4e-17	72.8
SRR14296014.18394	NP_612135.1	82.9	41	7	0	125	3	265	305	1.2e-17	74.7
